date,Brent oil price,year
2011/5/4,121.55,2011
2011/5/5,111.93,2011
2011/5/6,113.69,2011
2011/5/9,113.21,2011
2011/5/10,117.82,2011
2011/5/11,115.66,2011
2011/5/12,112.87,2011
2011/5/13,113.08,2011
2011/5/16,113.72,2011
2011/5/17,109.39,2011
2011/5/18,112.54,2011
2011/5/19,113.2,2011
2011/5/20,111.25,2011
2011/5/23,110.13,2011
2011/5/24,112.52,2011
2011/5/25,114.47,2011
2011/5/26,115.06,2011
2011/5/27,114.85,2011
2011/5/31,117.18,2011
2011/6/1,116.15,2011
2011/6/2,114.3,2011
2011/6/3,115.09,2011
2011/6/6,115.4,2011
2011/6/7,116.14,2011
2011/6/8,118.43,2011
2011/6/9,119.95,2011
2011/6/10,118.71,2011
2011/6/13,120.49,2011
2011/6/14,120.35,2011
2011/6/15,114.67,2011
2011/6/16,114.69,2011
2011/6/17,113.74,2011
2011/6/20,112.21,2011
2011/6/21,112.02,2011
2011/6/22,113.59,2011
2011/6/23,108.27,2011
2011/6/24,104.79,2011
2011/6/27,104.57,2011
2011/6/28,107.57,2011
2011/6/29,111.49,2011
2011/6/30,111.71,2011
2011/7/1,109.82,2011
2011/7/5,113.21,2011
2011/7/6,113.55,2011
2011/7/7,117.4,2011
2011/7/8,117.4,2011
2011/7/11,117.35,2011
2011/7/12,117.36,2011
2011/7/13,118.46,2011
2011/7/14,117.38,2011
2011/7/15,118.06,2011
2011/7/18,117.05,2011
2011/7/19,118.18,2011
2011/7/20,118.52,2011
2011/7/21,118.25,2011
2011/7/22,118.99,2011
2011/7/25,118.27,2011
2011/7/26,118.14,2011
2011/7/27,117.99,2011
2011/7/28,118.16,2011
2011/7/29,115.93,2011
2011/8/1,116.37,2011
2011/8/2,116.02,2011
2011/8/3,113.74,2011
2011/8/4,110.22,2011
2011/8/5,106.92,2011
2011/8/8,103.06,2011
2011/8/9,103.63,2011
2011/8/10,103.84,2011
2011/8/11,107.82,2011
2011/8/12,108.17,2011
2011/8/15,108.89,2011
2011/8/16,109.69,2011
2011/8/17,111.37,2011
2011/8/18,108.36,2011
2011/8/19,109.37,2011
2011/8/22,108.83,2011
2011/8/23,110.35,2011
2011/8/24,111.91,2011
2011/8/25,111.91,2011
2011/8/26,112.29,2011
2011/8/30,115.59,2011
2011/8/31,116.48,2011
2011/9/1,116.43,2011
2011/9/2,115.92,2011
2011/9/6,113.29,2011
2011/9/7,117.5,2011
2011/9/8,117.99,2011
2011/9/9,115.1,2011
2011/9/12,114.75,2011
2011/9/13,114.08,2011
2011/9/14,113.1,2011
2011/9/15,116.71,2011
2011/9/16,116.26,2011
2011/9/19,112.89,2011
2011/9/20,114.39,2011
2011/9/21,114.26,2011
2011/9/22,109.21,2011
2011/9/23,109.17,2011
2011/9/26,107.9,2011
2011/9/27,109.54,2011
2011/9/28,108.52,2011
2011/9/29,107.08,2011
2011/9/30,105.42,2011
2011/10/3,103.61,2011
2011/10/4,101.84,2011
2011/10/5,103.77,2011
2011/10/6,104.38,2011
2011/10/7,106.56,2011
2011/10/10,109.49,2011
2011/10/11,109.22,2011
2011/10/12,112.44,2011
2011/10/13,112.45,2011
2011/10/14,114.33,2011
2011/10/17,112.92,2011
2011/10/18,112.08,2011
2011/10/19,111.76,2011
2011/10/20,109,2011
2011/10/21,111.6,2011
2011/10/24,111.67,2011
2011/10/25,112.11,2011
2011/10/26,110.43,2011
2011/10/27,112.45,2011
2011/10/28,110.01,2011
2011/10/31,108.43,2011
2011/11/1,106.97,2011
2011/11/2,110.82,2011
2011/11/3,110.76,2011
2011/11/4,112.22,2011
2011/11/7,114.75,2011
2011/11/8,115.61,2011
2011/11/9,115.29,2011
2011/11/10,113.32,2011
2011/11/11,114.43,2011
2011/11/14,112.57,2011
2011/11/15,111.9,2011
2011/11/16,111.91,2011
2011/11/17,109.25,2011
2011/11/18,107.82,2011
2011/11/21,105.98,2011
2011/11/22,107.77,2011
2011/11/23,106.83,2011
2011/11/25,106.08,2011
2011/11/28,109.38,2011
2011/11/29,111.25,2011
2011/11/30,111.22,2011
2011/12/1,108.83,2011
2011/12/2,109.59,2011
2011/12/5,110.18,2011
2011/12/6,110.16,2011
2011/12/7,110.07,2011
2011/12/8,108.23,2011
2011/12/9,107.91,2011
2011/12/12,107.82,2011
2011/12/13,109.25,2011
2011/12/14,105.72,2011
2011/12/15,104.52,2011
2011/12/16,104,2011
2011/12/19,104.55,2011
2011/12/20,107.8,2011
2011/12/21,108,2011
2011/12/22,108.98,2011
2011/12/23,109.28,2011
2011/12/28,107.54,2011
2011/12/29,106.89,2011
2011/12/30,108.09,2011
2012/1/3,111.12,2012
2012/1/4,113.37,2012
2012/1/5,113.59,2012
2012/1/6,111.96,2012
2012/1/9,111.07,2012
2012/1/10,113.3,2012
2012/1/11,111.66,2012
2012/1/12,112.97,2012
2012/1/13,109.88,2012
2012/1/17,110.55,2012
2012/1/18,109.81,2012
2012/1/19,109.54,2012
2012/1/20,108.5,2012
2012/1/23,109.46,2012
2012/1/24,108.38,2012
2012/1/25,108.48,2012
2012/1/26,109.08,2012
2012/1/27,110.5,2012
2012/1/30,110.24,2012
2012/1/31,110.26,2012
2012/2/1,111.96,2012
2012/2/2,110.96,2012
2012/2/3,112.56,2012
2012/2/6,115.47,2012
2012/2/7,116.86,2012
2012/2/8,117.18,2012
2012/2/9,118.4,2012
2012/2/10,118.13,2012
2012/2/13,118.73,2012
2012/2/14,118.3,2012
2012/2/15,120.25,2012
2012/2/16,121,2012
2012/2/17,120.69,2012
2012/2/21,120.85,2012
2012/2/22,123.07,2012
2012/2/23,124.53,2012
2012/2/24,124.89,2012
2012/2/27,126.46,2012
2012/2/28,124.02,2012
2012/2/29,122.23,2012
2012/3/1,125.76,2012
2012/3/2,125.93,2012
2012/3/5,126.68,2012
2012/3/6,125.03,2012
2012/3/7,125.37,2012
2012/3/8,127.96,2012
2012/3/9,128.08,2012
2012/3/12,127.27,2012
2012/3/13,128.14,2012
2012/3/14,126.98,2012
2012/3/15,123.63,2012
2012/3/16,125.09,2012
2012/3/19,125.76,2012
2012/3/20,124.38,2012
2012/3/21,123.89,2012
2012/3/22,122.49,2012
2012/3/23,125.21,2012
2012/3/26,125.85,2012
2012/3/27,125.25,2012
2012/3/28,124.41,2012
2012/3/29,123.23,2012
2012/3/30,123.41,2012
2012/4/2,124.44,2012
2012/4/4,123.04,2012
2012/4/5,123.58,2012
2012/4/10,121.89,2012
2012/4/11,120.41,2012
2012/4/12,120.57,2012
2012/4/13,120.62,2012
2012/4/16,118.23,2012
2012/4/17,117.41,2012
2012/4/18,115.18,2012
2012/4/19,117,2012
2012/4/20,118.08,2012
2012/4/23,116.66,2012
2012/4/24,117.74,2012
2012/4/25,117.45,2012
2012/4/26,119.33,2012
2012/4/27,119.3,2012
2012/4/30,118.66,2012
2012/5/1,119.57,2012
2012/5/2,117.57,2012
2012/5/3,115.91,2012
2012/5/4,111.66,2012
2012/5/8,110.48,2012
2012/5/9,111.89,2012
2012/5/10,112.24,2012
2012/5/11,112.5,2012
2012/5/14,110.79,2012
2012/5/15,111.4,2012
2012/5/16,109.8,2012
2012/5/17,109.31,2012
2012/5/18,108.03,2012
2012/5/21,109.02,2012
2012/5/22,109.76,2012
2012/5/23,106.88,2012
2012/5/24,107.2,2012
2012/5/25,107.86,2012
2012/5/29,107.55,2012
2012/5/30,103.85,2012
2012/5/31,103.86,2012
2012/6/1,98.63,2012
2012/6/4,97.74,2012
2012/6/5,98.65,2012
2012/6/6,101.14,2012
2012/6/7,100.05,2012
2012/6/8,97.57,2012
2012/6/11,98.6,2012
2012/6/12,96.59,2012
2012/6/13,97.29,2012
2012/6/14,96.46,2012
2012/6/15,97.13,2012
2012/6/18,95.21,2012
2012/6/19,95.14,2012
2012/6/20,93.5,2012
2012/6/21,89.22,2012
2012/6/22,89.22,2012
2012/6/25,88.69,2012
2012/6/26,90.19,2012
2012/6/27,92.06,2012
2012/6/28,91.02,2012
2012/6/29,94.17,2012
2012/7/2,95.28,2012
2012/7/3,99.89,2012
2012/7/5,101.54,2012
2012/7/6,98.5,2012
2012/7/9,99.94,2012
2012/7/10,99.15,2012
2012/7/11,99.23,2012
2012/7/12,99.18,2012
2012/7/13,101.91,2012
2012/7/16,102.1,2012
2012/7/17,104.21,2012
2012/7/18,105.92,2012
2012/7/19,107.79,2012
2012/7/20,106.98,2012
2012/7/23,103.91,2012
2012/7/24,103.57,2012
2012/7/25,102.35,2012
2012/7/26,104.77,2012
2012/7/27,106.3,2012
2012/7/30,106.54,2012
2012/7/31,105.93,2012
2012/8/1,106.78,2012
2012/8/2,107.55,2012
2012/8/3,109.57,2012
2012/8/6,110.01,2012
2012/8/7,112.39,2012
2012/8/8,113.42,2012
2012/8/9,113.52,2012
2012/8/10,113.13,2012
2012/8/13,114.48,2012
2012/8/14,113.9,2012
2012/8/15,115.51,2012
2012/8/16,116.12,2012
2012/8/17,115.2,2012
2012/8/20,115.5,2012
2012/8/21,116.03,2012
2012/8/22,115.77,2012
2012/8/23,117.45,2012
2012/8/24,115.76,2012
2012/8/27,113.74,2012
2012/8/28,112.62,2012
2012/8/29,112.53,2012
2012/8/30,112.28,2012
2012/8/31,113.93,2012
2012/9/4,114.98,2012
2012/9/5,113.32,2012
2012/9/6,114.5,2012
2012/9/7,113.64,2012
2012/9/10,113.84,2012
2012/9/11,114.86,2012
2012/9/12,114.86,2012
2012/9/13,116,2012
2012/9/14,117.48,2012
2012/9/17,116.7,2012
2012/9/18,113.29,2012
2012/9/19,108.49,2012
2012/9/20,109.41,2012
2012/9/21,111.27,2012
2012/9/24,109.2,2012
2012/9/25,110.77,2012
2012/9/26,108.99,2012
2012/9/27,111.45,2012
2012/9/28,111.36,2012
2012/10/1,112.58,2012
2012/10/2,112.49,2012
2012/10/3,109.32,2012
2012/10/4,110.48,2012
2012/10/5,112.17,2012
2012/10/8,112.6,2012
2012/10/9,114.32,2012
2012/10/10,116.11,2012
2012/10/11,116.18,2012
2012/10/12,115.17,2012
2012/10/15,115,2012
2012/10/16,115,2012
2012/10/17,113.49,2012
2012/10/18,112.58,2012
2012/10/19,111.89,2012
2012/10/22,109.62,2012
2012/10/23,107.53,2012
2012/10/24,107.66,2012
2012/10/25,107.64,2012
2012/10/26,108.9,2012
2012/10/29,109.33,2012
2012/10/30,109.4,2012
2012/10/31,109.89,2012
2012/11/1,108.84,2012
2012/11/2,106.79,2012
2012/11/5,105.59,2012
2012/11/6,109.27,2012
2012/11/7,108.21,2012
2012/11/8,107.23,2012
2012/11/9,108.61,2012
2012/11/12,110.23,2012
2012/11/13,108.82,2012
2012/11/14,109.66,2012
2012/11/15,110.07,2012
2012/11/16,106.81,2012
2012/11/19,110.06,2012
2012/11/20,110.01,2012
2012/11/21,110.81,2012
2012/11/23,110.14,2012
2012/11/26,110.18,2012
2012/11/27,109.33,2012
2012/11/28,108.26,2012
2012/11/29,110.47,2012
2012/11/30,110.84,2012
2012/12/3,111.27,2012
2012/12/4,109.99,2012
2012/12/5,108.96,2012
2012/12/6,108.01,2012
2012/12/7,107.16,2012
2012/12/10,108.25,2012
2012/12/11,107.6,2012
2012/12/12,110.17,2012
2012/12/13,110.18,2012
2012/12/14,109.28,2012
2012/12/17,109.35,2012
2012/12/18,109.96,2012
2012/12/19,109.95,2012
2012/12/20,110.57,2012
2012/12/21,109.13,2012
2012/12/24,108.44,2012
2012/12/26,110.72,2012
2012/12/27,110.04,2012
2012/12/28,110.05,2012
2012/12/31,110.8,2012
2013/1/2,112.98,2013
2013/1/3,113.03,2013
2013/1/4,112.58,2013
2013/1/7,112.49,2013
2013/1/8,113.03,2013
2013/1/9,113.07,2013
2013/1/10,112.97,2013
2013/1/11,110.3,2013
2013/1/14,111.32,2013
2013/1/15,111.72,2013
2013/1/16,110.97,2013
2013/1/17,111.01,2013
2013/1/18,111.71,2013
2013/1/22,112.72,2013
2013/1/23,113.68,2013
2013/1/24,114.59,2013
2013/1/25,113.88,2013
2013/1/28,113.92,2013
2013/1/29,115.22,2013
2013/1/30,115.42,2013
2013/1/31,115.55,2013
2013/2/1,115.55,2013
2013/2/4,116.06,2013
2013/2/5,117.03,2013
2013/2/6,116.61,2013
2013/2/7,117.17,2013
2013/2/8,118.9,2013
2013/2/11,118.29,2013
2013/2/12,117.89,2013
2013/2/13,118.43,2013
2013/2/14,118.48,2013
2013/2/15,117.4,2013
2013/2/19,117.04,2013
2013/2/20,116.23,2013
2013/2/21,114.19,2013
2013/2/22,113.74,2013
2013/2/25,114.55,2013
2013/2/26,112.96,2013
2013/2/27,112.24,2013
2013/2/28,112.2,2013
2013/3/1,110.14,2013
2013/3/4,109.9,2013
2013/3/5,110.42,2013
2013/3/6,110.27,2013
2013/3/7,110.42,2013
2013/3/8,108.91,2013
2013/3/11,108.64,2013
2013/3/12,108.48,2013
2013/3/13,107.51,2013
2013/3/14,108.1,2013
2013/3/15,109.32,2013
2013/3/18,108.54,2013
2013/3/19,106.91,2013
2013/3/20,108.27,2013
2013/3/21,106.41,2013
2013/3/22,106.51,2013
2013/3/25,106.66,2013
2013/3/26,107.1,2013
2013/3/27,108.51,2013
2013/3/28,108.46,2013
2013/4/1,108.76,2013
2013/4/2,109.66,2013
2013/4/3,107.82,2013
2013/4/4,105.09,2013
2013/4/5,103.98,2013
2013/4/8,103.16,2013
2013/4/9,104.08,2013
2013/4/10,104.8,2013
2013/4/11,103.62,2013
2013/4/12,100.58,2013
2013/4/15,99.32,2013
2013/4/16,97.88,2013
2013/4/17,96.84,2013
2013/4/18,97.48,2013
2013/4/19,98.94,2013
2013/4/22,99.07,2013
2013/4/23,99.25,2013
2013/4/24,100.71,2013
2013/4/25,101.62,2013
2013/4/26,102.39,2013
2013/4/29,102.88,2013
2013/4/30,101.53,2013
2013/5/1,98.34,2013
2013/5/2,100.32,2013
2013/5/3,104.6,2013
2013/5/6,105,2013
2013/5/7,105.18,2013
2013/5/8,103.79,2013
2013/5/9,103.59,2013
2013/5/10,101.31,2013
2013/5/13,102.17,2013
2013/5/14,102.7,2013
2013/5/15,101.57,2013
2013/5/16,104.27,2013
2013/5/17,103.83,2013
2013/5/20,104.55,2013
2013/5/21,103.1,2013
2013/5/22,102.14,2013
2013/5/23,100.46,2013
2013/5/24,101.24,2013
2013/5/28,103.77,2013
2013/5/29,102.14,2013
2013/5/30,101.79,2013
2013/5/31,100.43,2013
2013/6/3,101.63,2013
2013/6/4,102.04,2013
2013/6/5,103.51,2013
2013/6/6,103.37,2013
2013/6/7,104.07,2013
2013/6/10,103.87,2013
2013/6/11,101.5,2013
2013/6/12,103.11,2013
2013/6/13,103.38,2013
2013/6/14,105.1,2013
2013/6/17,105.8,2013
2013/6/18,105.21,2013
2013/6/19,105.56,2013
2013/6/20,102.72,2013
2013/6/21,100.36,2013
2013/6/24,99.8,2013
2013/6/25,101.51,2013
2013/6/26,100.62,2013
2013/6/27,102.74,2013
2013/6/28,102.49,2013
2013/7/1,103.19,2013
2013/7/2,103.96,2013
2013/7/3,106.12,2013
2013/7/5,107.46,2013
2013/7/8,107.75,2013
2013/7/9,107.9,2013
2013/7/10,108.43,2013
2013/7/11,108.18,2013
2013/7/12,109.03,2013
2013/7/15,109.05,2013
2013/7/16,109.29,2013
2013/7/17,109.67,2013
2013/7/18,109.71,2013
2013/7/19,109.34,2013
2013/7/22,108.82,2013
2013/7/23,109.27,2013
2013/7/24,108.23,2013
2013/7/25,108.1,2013
2013/7/26,107.57,2013
2013/7/29,108.1,2013
2013/7/30,107.47,2013
2013/7/31,107.89,2013
2013/8/1,109.94,2013
2013/8/2,109.63,2013
2013/8/5,109.81,2013
2013/8/6,108.77,2013
2013/8/7,108.39,2013
2013/8/8,107.32,2013
2013/8/9,108.49,2013
2013/8/12,109.28,2013
2013/8/13,110.69,2013
2013/8/14,110.26,2013
2013/8/15,111.58,2013
2013/8/16,111.82,2013
2013/8/19,111.41,2013
2013/8/20,110.74,2013
2013/8/21,110.82,2013
2013/8/22,110.51,2013
2013/8/23,112.12,2013
2013/8/26,112.23,2013
2013/8/27,115.21,2013
2013/8/28,116.27,2013
2013/8/29,116.91,2013
2013/8/30,115.97,2013
2013/9/3,115.49,2013
2013/9/4,115.65,2013
2013/9/5,115.81,2013
2013/9/6,117.15,2013
2013/9/9,115.2,2013
2013/9/10,112.1,2013
2013/9/11,112.37,2013
2013/9/12,113.11,2013
2013/9/13,113.31,2013
2013/9/16,110.86,2013
2013/9/17,109.05,2013
2013/9/18,109.09,2013
2013/9/19,110.66,2013
2013/9/20,110.22,2013
2013/9/23,108.56,2013
2013/9/24,107.68,2013
2013/9/25,109.46,2013
2013/9/26,108.86,2013
2013/9/27,109.45,2013
2013/9/30,107.85,2013
2013/10/1,107.32,2013
2013/10/2,109.09,2013
2013/10/3,109.49,2013
2013/10/4,109.42,2013
2013/10/7,109.66,2013
2013/10/8,110.56,2013
2013/10/9,109.02,2013
2013/10/10,111.63,2013
2013/10/11,110.65,2013
2013/10/14,110.13,2013
2013/10/15,110.67,2013
2013/10/16,110.79,2013
2013/10/17,109.55,2013
2013/10/18,109.4,2013
2013/10/21,109.47,2013
2013/10/22,109.57,2013
2013/10/23,107.74,2013
2013/10/24,106.63,2013
2013/10/25,105.7,2013
2013/10/28,108.29,2013
2013/10/29,108.04,2013
2013/10/30,108.41,2013
2013/10/31,107.53,2013
2013/11/1,105.78,2013
2013/11/4,104.85,2013
2013/11/5,105.01,2013
2013/11/6,105.46,2013
2013/11/7,103.08,2013
2013/11/8,104.29,2013
2013/11/11,105.76,2013
2013/11/12,106.29,2013
2013/11/13,106.9,2013
2013/11/14,108.29,2013
2013/11/15,108.25,2013
2013/11/18,108.8,2013
2013/11/19,108.29,2013
2013/11/20,108.27,2013
2013/11/21,109.9,2013
2013/11/22,111.36,2013
2013/11/25,110.83,2013
2013/11/26,112.04,2013
2013/11/27,111.32,2013
2013/11/29,111.07,2013
2013/12/2,111.49,2013
2013/12/3,113.06,2013
2013/12/4,113.27,2013
2013/12/5,112.07,2013
2013/12/6,111.5,2013
2013/12/9,110.07,2013
2013/12/10,108.91,2013
2013/12/11,109.47,2013
2013/12/12,108.99,2013
2013/12/13,108.08,2013
2013/12/16,110.3,2013
2013/12/17,108.91,2013
2013/12/18,109.56,2013
2013/12/19,110.78,2013
2013/12/20,112.15,2013
2013/12/23,111.58,2013
2013/12/24,111.57,2013
2013/12/26,111.65,2013
2013/12/27,112.06,2013
2013/12/30,110.47,2013
2013/12/31,109.95,2013
2014/1/2,107.94,2014
2014/1/3,106.57,2014
2014/1/6,106.71,2014
2014/1/7,107.01,2014
2014/1/8,107.42,2014
2014/1/9,107.49,2014
2014/1/10,106.44,2014
2014/1/13,108.02,2014
2014/1/14,107.12,2014
2014/1/15,108.09,2014
2014/1/16,107.46,2014
2014/1/17,108.45,2014
2014/1/20,108.01,2014
2014/1/21,109.17,2014
2014/1/22,109.69,2014
2014/1/23,109.69,2014
2014/1/24,109.14,2014
2014/1/27,108.72,2014
2014/1/28,109.1,2014
2014/1/29,108.83,2014
2014/1/30,109.36,2014
2014/1/31,108.16,2014
2014/2/3,106.55,2014
2014/2/4,107.04,2014
2014/2/5,106.81,2014
2014/2/6,108.15,2014
2014/2/7,110.12,2014
2014/2/10,110.18,2014
2014/2/11,109.21,2014
2014/2/12,108.62,2014
2014/2/13,108.98,2014
2014/2/14,108.63,2014
2014/2/18,110.14,2014
2014/2/19,110.37,2014
2014/2/20,109.42,2014
2014/2/21,109.03,2014
2014/2/24,109.76,2014
2014/2/25,109.19,2014
2014/2/26,109.39,2014
2014/2/27,108.54,2014
2014/2/28,108.98,2014
2014/3/3,111.26,2014
2014/3/4,109.17,2014
2014/3/5,108.15,2014
2014/3/6,107.99,2014
2014/3/7,109.14,2014
2014/3/10,108.27,2014
2014/3/11,108.35,2014
2014/3/12,107.88,2014
2014/3/13,107.48,2014
2014/3/14,108.08,2014
2014/3/17,106.99,2014
2014/3/18,106.79,2014
2014/3/19,105.95,2014
2014/3/20,105.73,2014
2014/3/21,107.2,2014
2014/3/24,106.59,2014
2014/3/25,107.01,2014
2014/3/26,105.9,2014
2014/3/27,106.58,2014
2014/3/28,106.64,2014
2014/3/31,105.95,2014
2014/4/1,105.7,2014
2014/4/2,103.37,2014
2014/4/3,104.88,2014
2014/4/4,106.41,2014
2014/4/7,104.89,2014
2014/4/8,105.83,2014
2014/4/9,107.39,2014
2014/4/10,107.1,2014
2014/4/11,107.34,2014
2014/4/14,107.68,2014
2014/4/15,109.1,2014
2014/4/16,109.71,2014
2014/4/17,109.79,2014
2014/4/21,109.69,2014
2014/4/22,108.54,2014
2014/4/23,108.48,2014
2014/4/24,109.79,2014
2014/4/25,109.53,2014
2014/4/28,109.12,2014
2014/4/29,109.89,2014
2014/4/30,108.63,2014
2014/5/1,108.63,2014
2014/5/2,109.48,2014
2014/5/5,109.48,2014
2014/5/6,108.3,2014
2014/5/7,108.17,2014
2014/5/8,108.19,2014
2014/5/9,108.26,2014
2014/5/12,108.37,2014
2014/5/13,108.78,2014
2014/5/14,109.87,2014
2014/5/15,109.74,2014
2014/5/16,110.9,2014
2014/5/19,110.84,2014
2014/5/20,110.35,2014
2014/5/21,111.32,2014
2014/5/22,110.89,2014
2014/5/23,110.19,2014
2014/5/26,110.01,2014
2014/5/27,109.81,2014
2014/5/28,109.09,2014
2014/5/29,109.98,2014
2014/5/30,109.21,2014
2014/6/2,109.34,2014
2014/6/3,108.87,2014
2014/6/4,109.07,2014
2014/6/5,108.43,2014
2014/6/6,109.21,2014
2014/6/9,110.55,2014
2014/6/10,109.18,2014
2014/6/11,109.83,2014
2014/6/12,112.18,2014
2014/6/13,113.15,2014
2014/6/16,113.42,2014
2014/6/17,114.02,2014
2014/6/18,114.25,2014
2014/6/19,115.19,2014
2014/6/20,114.55,2014
2014/6/23,113.62,2014
2014/6/24,113.74,2014
2014/6/25,112.84,2014
2014/6/26,112.61,2014
2014/6/27,112.62,2014
2014/6/30,111.03,2014
2014/7/1,110.84,2014
2014/7/2,110.18,2014
2014/7/3,108.98,2014
2014/7/7,108.7,2014
2014/7/8,107.65,2014
2014/7/9,106.84,2014
2014/7/10,106.2,2014
2014/7/11,105.77,2014
2014/7/14,104.73,2014
2014/7/15,104.73,2014
2014/7/16,105.41,2014
2014/7/17,106.04,2014
2014/7/18,106.03,2014
2014/7/21,105.71,2014
2014/7/22,106.48,2014
2014/7/23,106.85,2014
2014/7/24,105.78,2014
2014/7/25,106.89,2014
2014/7/28,106.7,2014
2014/7/29,106.98,2014
2014/7/30,106.47,2014
2014/7/31,104.94,2014
2014/8/1,103.45,2014
2014/8/4,103.63,2014
2014/8/5,102.82,2014
2014/8/6,104.17,2014
2014/8/7,104.02,2014
2014/8/8,103.36,2014
2014/8/11,103.47,2014
2014/8/12,101.68,2014
2014/8/13,102.27,2014
2014/8/14,101.15,2014
2014/8/15,101.13,2014
2014/8/18,99.37,2014
2014/8/19,99.74,2014
2014/8/20,99.92,2014
2014/8/21,100.28,2014
2014/8/22,100.09,2014
2014/8/25,100.49,2014
2014/8/26,100.5,2014
2014/8/27,100.4,2014
2014/8/28,100.71,2014
2014/8/29,101.12,2014
2014/9/2,100.21,2014
2014/9/3,100.88,2014
2014/9/4,101.21,2014
2014/9/5,99.51,2014
2014/9/8,99.53,2014
2014/9/9,98.08,2014
2014/9/10,96.26,2014
2014/9/11,96.42,2014
2014/9/12,96.31,2014
2014/9/15,96.43,2014
2014/9/16,97.39,2014
2014/9/17,97.7,2014
2014/9/18,96.82,2014
2014/9/19,96.75,2014
2014/9/22,95.37,2014
2014/9/23,94.87,2014
2014/9/24,94.53,2014
2014/9/25,95.2,2014
2014/9/26,95.08,2014
2014/9/29,95.7,2014
2014/9/30,94.67,2014
2014/10/1,94.57,2014
2014/10/2,91.29,2014
2014/10/3,90.8,2014
2014/10/6,90.65,2014
2014/10/7,90.9,2014
2014/10/8,90.25,2014
2014/10/9,90.47,2014
2014/10/10,88.66,2014
2014/10/13,87.82,2014
2014/10/14,86.36,2014
2014/10/15,84.02,2014
2014/10/16,84.02,2014
